person_id;loan_id;cb_id;idade;salario_anual;situacao_moradia;anos_trabalhados;motivo_emprestimo;pontuacao_emprestimo;valor_emprestimo;taxa_juros;inadimplencia;comprometimento_renda;historico_inadimplencia;tempo_credito
Qyc1ozfy-9hlQ;Rm0br07p-Wtm0;W48m2Ctn-fH2T;30,0;15000,0;Alugada;0.0;Melhora_Lar;A;2700,0;7.29;1,0;0.18;N;5
s7pyJBwl-5piE;Widj4IOW-PoY5;YrpSRAWW-wKy9;22,0;60000,0;Hipotecada;5.0;Empreendimento;A;5600,0;7.49;0,0;0.09;N;3
REbzFYNl-hnes;lsEy07E7-BXRJ;kWdhMz3D-Q5WF;25,0;78000,0;Hipotecada;9.0;Educativo;A;8000,0;5.79;0,0;0.1;N;2
X4PQWYji-tR9M;NbARdbTQ-rIPd;pQQb8IOQ-Y6Ml;23,0;43000,0;Hipotecada;3.0;Empreendimento;D;3600,0;15.62;0,0;0.08;N;3
puns5iqo-IDq9;jvZHNtMW-4wMu;6q7UoGFU-W3EY;23,0;75000,0;Hipotecada;2.0;Empreendimento;E;19600,0;15.13;0,0;0.26;N;3
Kh0zx7s4-bQs2;nEZgOU5Q-P3sJ;7XkLiMTW-oCuJ;24,0;49000,0;Outros;1.0;Pessoal;C;20000,0;11.34;1,0;0.41;Y;4
w3SRhnZE-KFio;STBcPN5B-qnp0;gBjiRDrr-Zs0n;29,0;65000,0;Hipotecada;5.0;Medico;B;6000,0;10.36;0,0;0.09;N;7
1fUhgAW3-Mwyd;jOMmvvzc-3ubO;jq49PCQl-KaGi;34,0;30000,0;Propria;3.0;Melhora_Lar;C;8875,0;14.27;0,0;0.3;Y;8
WRzjj0aD-XyKa;zdX0hfy0-aaLQ;AzI4zOmY-DnEn;24,0;75000,0;Hipotecada;0.0;Educativo;B;7000,0;11.99;0,0;0.09;N;3
zkt51GgD-xc3p;syD8Yswd-QYXa;ERE1cQhm-Aej6;24,0;88000,0;Alugada;0.0;Melhora_Lar;B;14000,0;9.99;0,0;0.16;N;3
SlAQbthu-QeUh;X67pnsaD-cDua;QnzzY9Jz-8QYo;27,0;85000,0;Hipotecada;9.0;Medico;B;24000,0;11.71;0,0;0.28;N;10
UoU2H0Jl-tcRs;K7FCb64r-qtkt;biBFBQlr-QAKv;22,0;33600,0;Alugada;3.0;Educativo;B;10000,0;10.25;0,0;0.3;N;3
0g7M0qhC-I6EQ;QObwPbTq-0c5q;btKWsiaB-UD8w;26,0;75000,0;Alugada;2.0;Pessoal;C;16000,0;13.35;0,0;0.21;Y;2
YwOjAOxZ-ls2u;gfWyQnti-SkZ4;QTMf88FA-LrT0;21,0;61464,0;Hipotecada;5.0;Melhora_Lar;C;4000,0;0.0;1,0;0.07;Y;2
QXJII7NW-N2Bw;CdCXErYN-3OlN;2CJrH18S-fRDJ;29,0;18000,0;Alugada;2.0;Melhora_Lar;B;3000,0;12.69;1,0;0.17;N;8
G1pWB5Bq-mkFg;Y5rt4Pf1-RptN;H5uMTSKK-ChzA;25,0;31200,0;Propria;9.0;Pessoal;A;15000,0;6.03;0,0;0.48;N;4
RbC5DLyf-5EW6;fPHlhrRP-jiKD;oLW6vbWF-LqIL;27,0;44000,0;Alugada;6.0;Empreendimento;A;4800,0;7.51;0,0;0.11;N;10
CZa51aCR-LFnz;v26nv5KM-3BHN;SnC5SCNx-FLSs;47,0;30000,0;Alugada;5.0;Pagamento_Debitos;B;8000,0;12.18;1,0;0.27;N;11
w4crMBvt-TglI;D3yARbkf-YJoW;ijqY6pQx-JytZ;25,0;52000,0;Alugada;3.0;Educativo;B;7200,0;12.69;0,0;0.14;N;3
tfqTbqEn-oWNI;DZqfFa8X-bo5E;ys907RcW-JMpf;24,0;35000,0;Alugada;9.0;Educativo;A;1500,0;0.0;0,0;0.04;N;3
jedagxzt-7blT;yw4fd2hG-N3zN;NvMCUgIC-DQXa;26,0;29000,0;Alugada;0.0;Melhora_Lar;D;3400,0;15.62;1,0;0.12;Y;4
EdFRRPGu-xf1r;3nmm0Tzx-aDNb;a9oXa6z8-YTH1;25,0;40000,0;Alugada;2.0;Pagamento_Debitos;B;5600,0;0.0;0,0;0.14;N;3
8K1nG6bg-EO81;rnjm1JWT-KiCZ;Hsuhb2up-qL4q;27,0;54000,0;Alugada;2.0;Medico;B;20000,0;10.99;1,0;0.37;N;8
sQn0b9mY-8A7o;AsvXlkBJ-DqgJ;6zkFQ3oX-akfd;39,0;88400,0;Hipotecada;20.0;Medico;F;25000,0;18.3;1,0;0.24;N;13
83iuBO6H-NTNb;0Bj86lXi-5zWT;YLqn4MZU-PHHv;22,0;110000,0;Alugada;3.0;Pagamento_Debitos;B;12600,0;10.75;0,0;0.11;N;2
QL83CEXC-T0px;17fnI3sH-eCfx;zCUWycif-t05v;36,0;32000,0;Propria;0.0;Educativo;A;1200,0;7.14;0,0;0.04;N;16
ogjcfsMo-4O7C;vhqf1mUH-PAD9;hMNsTBOW-ZOfy;45,0;100000,0;Hipotecada;16.0;Pessoal;A;16000,0;6.62;0,0;0.16;N;16
czXhEh29-2WH6;qjrPZ8vh-1gOB;dmWRWfbG-SQv5;24,0;34132,0;Alugada;0.0;Educativo;B;12000,0;10.62;1,0;0.35;N;3
4aSKEPfa-vK8L;9O0taQGL-tpaR;nRliETn1-7xcP;22,0;116000,0;Hipotecada;3.0;Pagamento_Debitos;B;12000,0;10.25;0,0;0.1;N;4
fBvkExeo-xmxs;0KCzfJSR-uww5;Pjdk3rPT-3o1B;27,0;95004,0;Hipotecada;1.0;Pessoal;A;15000,0;7.51;0,0;0.16;N;9
n36XDkyd-pHI0;0r9h84TW-h5ho;WaTZ7qo2-XB54;27,0;65000,0;Hipotecada;0.0;Melhora_Lar;D;22000,0;14.09;0,0;0.34;Y;6
wwx8gF2c-TwQF;A4Nc4aJT-shcb;sIy5ghBk-fnHW;36,0;45000,0;Alugada;14.0;Pagamento_Debitos;B;6000,0;9.99;0,0;0.13;N;12
SP1RTUfs-WLAJ;oeTRakX6-OMux;R879xwdO-0dcD;25,0;26004,0;Hipotecada;3.0;Educativo;B;10000,0;9.91;0,0;0.38;N;2
zAGYhdqJ-pD7D;4cXZj28b-TIKj;4pfUPfsE-8Ltp;30,0;43000,0;Alugada;1.0;Medico;A;3200,0;8.0;0,0;0.07;N;5
9UwxtzKc-Cxas;eNglPlbm-eMQ3;svLGCqUl-rZx4;24,0;37000,0;Alugada;1.0;Pagamento_Debitos;A;6000,0;7.66;0,0;0.16;N;2
3569kZQ9-G0xf;BHcRxbQF-yQuF;fL9WrDHi-mfiz;23,0;39000,0;Alugada;5.0;Pessoal;C;8400,0;13.79;1,0;0.22;N;2
hlAhOY05-xDxe;BGXgJ9v9-XFPh;2yJrbEK7-1c2d;27,0;96000,0;Alugada;3.0;Melhora_Lar;A;10000,0;7.88;0,0;0.1;N;10
JYwzUCRW-5cTG;N5Z2X90U-6ABy;gObjiAkd-7uh7;22,0;25000,0;Alugada;0.0;Pessoal;A;7500,0;7.51;0,0;0.3;N;4
IkLfOAsN-7aLs;DX2CbLdW-ZGAe;ZxTaW5XR-7AzU;25,0;42000,0;Alugada;2.0;Educativo;A;3150,0;5.79;0,0;0.07;N;4
O2Iwu1Ef-8pkD;TmbcgLoZ-td24;4ASQ4c2n-FI9h;34,0;80000,0;Alugada;4.0;Educativo;A;5000,0;6.17;0,0;0.06;N;8
ToIZryHX-ZcX8;13YbkSU7-3Ugy;yorxrujQ-ezKi;27,0;32500,0;Propria;3.0;Pessoal;A;5000,0;6.62;0,0;0.15;N;8
38mZuJnx-h9xx;4lixrbzF-PaML;8JfHW27Z-93RO;26,0;62500,0;Alugada;7.0;Medico;C;12000,0;12.23;0,0;0.19;Y;4
fouL80A0-GSbF;ozHrj2lo-1sBq;MbRLoU9m-0E32;28,0;39000,0;Alugada;6.0;Medico;D;8000,0;14.91;1,0;0.21;Y;7
6CAkaOtT-FlLe;ykDz5OWa-e5CU;BxwOdxv2-yLTm;25,0;38000,0;Alugada;9.0;Pessoal;E;15000,0;16.45;1,0;0.39;Y;3
poyAMKgU-uJSs;DUutd1es-u6fa;2oxCiiub-3GWu;23,0;62400,0;Alugada;0.0;Empreendimento;A;12000,0;6.91;0,0;0.19;N;3
sshB2Y6q-HZlx;n2vpquGb-uELg;8Es6aPbA-kObU;25,0;72893,0;Hipotecada;9.0;Pessoal;C;20000,0;13.22;0,0;0.27;N;2
EJhjEgBZ-XQul;RO9geFAv-Zmvo;0FzqUdab-3hdr;23,0;98000,0;Propria;6.0;Educativo;D;10000,0;18.07;0,0;0.1;Y;3
wGOHpYfr-Ho1s;sG1126TZ-ggJa;FPupAvlz-wCFO;25,0;69000,0;Hipotecada;10.0;Pagamento_Debitos;D;15000,0;14.54;1,0;0.22;Y;3
TlBOfJ76-hfqn;3D1gIvwp-w3NJ;NwbfvROq-Zeh4;22,0;37000,0;Alugada;0.0;Pagamento_Debitos;B;10000,0;0.0;0,0;0.27;N;2
UDNED31r-Yqam;Fa20k898-kGDv;AY55mLPv-XUuZ;24,0;78300,0;Alugada;2.0;Empreendimento;A;7000,0;6.03;0,0;0.09;N;3
BS2s97a0-Z7Wj;l3XkfgMd-1BWj;4aJQsTln-CdTi;32,0;64000,0;Alugada;1.0;Educativo;D;4200,0;0.0;1,0;0.07;Y;5
pyds3XGU-7RRS;ISD4mFw4-GnYT;tnMfN0C9-fLm4;24,0;59400,0;Alugada;8.0;Pagamento_Debitos;A;6000,0;7.9;0,0;0.1;N;3
Ke9GAsjD-4ICN;OXFo4pfx-G9Rd;p25AZZxp-C9Dd;33,0;59000,0;Alugada;17.0;Medico;B;9600,0;9.91;0,0;0.16;N;8
TvFLlPq4-d6Ut;tIhAcJpJ-TrR1;KGYuwe7D-gzzC;38,0;47000,0;Hipotecada;5.0;Pagamento_Debitos;A;11000,0;8.9;0,0;0.23;N;16
YxUU8YWe-vKbX;msLZyGsW-KgAY;al8AGrd3-j25z;46,0;65000,0;Alugada;1.0;Educativo;B;6000,0;12.69;0,0;0.09;N;13
Kb4PsvNv-SGZE;WTWrFsEz-5pSh;Yn70yTJ8-Uq0M;31,0;40000,0;Propria;0.0;Medico;D;15000,0;15.31;0,0;0.38;Y;10
k892F3RW-F22m;uNUTkfc3-DL2C;RA6KUqnJ-IbNB;31,0;17000,0;Alugada;3.0;Empreendimento;B;4575,0;11.48;1,0;0.27;N;7
nZYhdwrm-Jvex;HgYeyqDD-TNQq;58szYr4u-5m4i;32,0;64052,0;Alugada;3.0;Melhora_Lar;B;4875,0;10.74;0,0;0.08;N;9
TpxbgZSH-HxYX;7AO2XFFP-2WFZ;E13FBJnt-2lop;23,0;30000,0;Alugada;3.0;Empreendimento;C;6400,0;0.0;0,0;0.21;Y;3
YQSPRnMp-mlKs;tWeO8aS1-phFZ;H27xlEfQ-4BaU;23,0;75000,0;Alugada;3.0;Pessoal;E;23575,0;14.5;1,0;0.31;N;4
5BrdDgLF-LzmU;lwa7l9zy-Xwkh;cNDFl3YT-8yyB;22,0;55000,0;Alugada;6.0;Educativo;A;5000,0;6.91;0,0;0.09;N;2
2hWbgp3A-RXnZ;XFmTGYpN-UNA4;zI84ACqa-NO0o;25,0;40000,0;Alugada;0.0;Empreendimento;B;5925,0;11.11;0,0;0.15;N;3
BhcnG6vh-Nz4d;7Ce4JU99-aZsH;eJoy9aka-3IDa;34,0;39000,0;Alugada;5.0;Melhora_Lar;B;7200,0;11.71;1,0;0.18;N;5
PgRga5F9-URRk;cEkql9QQ-48z5;J1uh16aR-uxuo;27,0;78000,0;Alugada;4.0;Pessoal;B;24000,0;10.99;1,0;0.31;N;10
PBrDNjgD-39L3;6goUvcYq-0O9a;y5t7kDMs-BgrL;23,0;120000,0;Hipotecada;2.0;Educativo;A;6000,0;6.76;0,0;0.05;N;3
MO4Y7Ygt-5F0h;NldEseMd-YorE;s7eTf8kd-XbGS;23,0;18000,0;Alugada;1.0;Pessoal;C;3250,0;0.0;1,0;0.18;Y;4
ps4zPWf8-I13A;ofdvyPmK-rO33;bl5Aj3mH-0GwE;31,0;48000,0;Propria;0.0;Melhora_Lar;B;1600,0;9.99;0,0;0.03;N;8
mIkHqOnk-8R8M;DECcw4MQ-JXeu;B91Q2jre-dlQO;23,0;65000,0;Hipotecada;3.0;Educativo;A;8000,0;7.14;0,0;0.12;N;4
nfq9aCe1-KJj5;WHAo9aUd-sqSM;qpZl0arQ-P0Zv;22,0;74500,0;Hipotecada;6.0;Empreendimento;C;8000,0;15.96;0,0;0.11;N;3
cR07LuR0-mwEf;NfK1bRyz-vKQ8;LUhAig72-ipo2;23,0;72000,0;Alugada;7.0;Pessoal;B;10000,0;10.59;0,0;0.14;N;4
p0NCS6cg-qLG2;LyeX8LGo-1nAP;Wxl4jSx4-f2F8;21,0;24000,0;Alugada;5.0;Educativo;B;2000,0;11.14;0,0;0.08;N;4
1WMzk5W9-2BGN;w95JTGMZ-oN61;s03kLMUF-1oUP;25,0;37000,0;Alugada;2.0;Empreendimento;B;3325,0;11.49;0,0;0.09;N;3
sr3oJJ9J-i3KE;2k7rn9XE-wEw6;dBchjssk-sHbf;24,0;60000,0;Hipotecada;0.0;Pessoal;B;15000,0;11.89;0,0;0.25;N;2
F65PD3Ph-gdnE;ORvMBSzE-seP2;ShIoahLn-AvGo;30,0;50000,0;Alugada;6.0;Medico;C;10000,0;0.0;0,0;0.2;N;5
UFPM6nEO-9Nio;YBGZjkvs-2ClA;yIAbgb5B-Mtmx;23,0;80000,0;Hipotecada;7.0;Educativo;B;10000,0;0.0;0,0;0.13;N;2
2JNXjB5o-hpRd;T9YD4imY-f0JM;vzbKF2YY-8I8Y;23,0;78000,0;Alugada;5.0;Educativo;D;2300,0;17.58;0,0;0.03;Y;2
XtFSI7aE-H3BR;GZFW97bw-I7dk;Arvsjrs0-nB3y;58,0;49000,0;Hipotecada;34.0;Medico;D;7500,0;13.55;1,0;0.15;Y;24
Wsg5IBUZ-gPEg;ZO4a7e04-zXG3;TgmOB74j-A1hU;34,0;18000,0;Alugada;0.0;Pagamento_Debitos;B;1500,0;11.48;1,0;0.08;N;8
Xv0bwI7M-Qecz;aLMIRqy1-3O8q;ZteA93LX-ZKtj;31,0;47000,0;Hipotecada;6.0;Medico;C;20000,0;13.49;0,0;0.43;N;5
L7b4WzY7-m9MO;PXgRuoOC-QhS4;ffZ661Jf-WOQx;27,0;69000,0;Hipotecada;3.0;Educativo;B;4000,0;11.49;1,0;0.06;N;8
WqZJaTea-ucY5;zh0H4Wl9-NXa9;SZh9TJYy-xN9Z;26,0;51996,0;Hipotecada;10.0;Pessoal;B;1500,0;9.7;0,0;0.03;N;3
yWPx5hNL-ckyq;Qs0Em1Bi-1r9J;8MW0KJwU-pnhT;24,0;91800,0;Hipotecada;0.0;Medico;C;16000,0;14.22;1,0;0.15;N;4
XumE5Zv9-gvMe;fWYGGAXM-ZNjJ;L6F7XNJa-yjaQ;23,0;30000,0;Propria;5.0;Pessoal;B;3000,0;12.18;0,0;0.1;N;2
ENljx3LO-IwEL;nicQj109-ARg0;OIMuab69-ZP6z;22,0;20400,0;Alugada;0.0;Pessoal;B;5000,0;12.42;0,0;0.25;N;2
l9E1bREC-7EwI;4AGmZUoT-W5Rs;eeZ6ufCf-5IYs;28,0;39000,0;Alugada;6.0;Pagamento_Debitos;A;5000,0;5.99;1,0;0.13;N;7
HRT3wzqE-1Oc6;DWFwW33H-miED;yf3YnaFb-9mcU;21,0;30000,0;Alugada;2.0;Pagamento_Debitos;D;12250,0;14.59;1,0;0.41;Y;3
iZ7Rxorn-y7CR;j7kIhjbn-x3Xj;QBt9vtXp-4gxQ;25,0;49244,0;Alugada;3.0;Educativo;A;8000,0;8.0;0,0;0.16;N;3
EbK8pAhP-qrNe;oZwyvw1E-fN0S;LXTSCpdW-veiT;24,0;50000,0;Alugada;6.0;Pessoal;A;4000,0;7.66;0,0;0.08;N;4
oFC1XDv6-abaY;6Kdj1wpX-Ov7J;eyITxeQ1-eBt5;36,0;46000,0;Hipotecada;3.0;Empreendimento;A;8000,0;5.42;0,0;0.17;N;15
A7bSNUIY-Tsun;9fS6JDBm-WHy9;oOHPi9CN-6UEN;34,0;105000,0;Hipotecada;14.0;Empreendimento;A;12000,0;6.99;0,0;0.11;N;5
hofEcqwg-fDfa;LvZKiZr2-9ofL;jGcK6Zdc-cG02;30,0;108800,0;Hipotecada;2.0;Medico;E;15000,0;16.35;1,0;0.12;N;8
hwapvLIF-2PAR;SLA0hIlF-8bIC;6KPB36jm-wtW8;24,0;30000,0;Alugada;2.0;Pagamento_Debitos;C;3350,0;14.72;0,0;0.11;Y;2
s5wkrP34-cR8L;BxbbE7WH-CdlL;X5bNpUip-nm4l;22,0;103000,0;Hipotecada;6.0;Pessoal;B;15000,0;9.63;1,0;0.15;N;4
MYeEXwIA-Lnw1;zxIr5KfM-I5tX;NtPCcGzU-4g0G;36,0;40000,0;Alugada;2.0;Educativo;C;11250,0;14.27;0,0;0.28;N;12
92pZAtM0-en1K;3wZvCdxt-kXQr;7PEx9QQ5-I8N6;25,0;60000,0;Alugada;1.0;Educativo;A;10000,0;0.0;0,0;0.17;N;4
47blNXGU-lWNZ;Nvis2651-oc0F;ZW49t6eE-Awsa;31,0;30000,0;Alugada;5.0;Medico;B;7000,0;11.99;0,0;0.23;N;8
qGnXXU5F-ezGm;Q0c6U7R6-Z6mc;xksyGxDt-LMjM;28,0;57360,0;Hipotecada;3.0;Pessoal;B;23000,0;0.0;0,0;0.4;N;8
z67n0Qy0-EDeH;NuN06tql-ou7x;4Uso2dH9-qN6A;35,0;67000,0;Hipotecada;10.0;Pessoal;A;3300,0;7.88;0,0;0.05;N;6
74JOTgMS-5pfl;UoK5vp54-4gHp;nMnJSJ0I-eBys;24,0;134000,0;Hipotecada;2.0;Pagamento_Debitos;D;25000,0;14.83;1,0;0.19;N;4
baude58f-2pQu;QqFFq9BH-nY1E;FLpmvoJF-m0lr;24,0;50000,0;Hipotecada;7.0;Melhora_Lar;C;6000,0;13.99;0,0;0.12;Y;4
csunA2fr-zGyc;SbM9fH1J-Wjqd;04iE6FsM-RH69;20,0;65000,0;Hipotecada;4.0;Empreendimento;B;4800,0;9.99;0,0;0.07;N;4
Dt0bhEHM-Ua6p;K3Zar92f-Obj7;njo4j6Kf-ukba;24,0;110000,0;Hipotecada;8.0;Pessoal;A;27300,0;7.51;0,0;0.25;N;3
K7zoRhxn-eb7l;lRo3zwU2-PRH7;0Rqls6p8-2YNy;28,0;20292,0;Alugada;3.0;Empreendimento;B;3900,0;12.53;0,0;0.19;N;9
oIXFoFUb-vI0t;1XefZGeT-AFDp;SEStr493-eBAw;23,0;58000,0;Propria;4.0;Medico;C;6400,0;13.48;0,0;0.11;Y;3
7ZuvyXOR-xwEY;MMcIX8ZE-v8LE;4m5fpTRE-G6wQ;27,0;129900,0;Hipotecada;11.0;Medico;B;3100,0;11.11;0,0;0.02;N;8
0gXaKyOO-ckdF;pGs5ySOL-WFIp;v0BaIqrq-yjOK;24,0;95000,0;Alugada;8.0;Pessoal;D;17200,0;17.58;0,0;0.18;N;3
mF9i7UIx-Yihk;wwXRseXW-XMpi;S5EN47u9-xgGL;29,0;60000,0;Hipotecada;3.0;Pessoal;A;7200,0;7.88;0,0;0.12;N;7
5UAjPi9w-19sy;zfm7vp4G-GXDj;wdYxBxOo-rstP;31,0;39420,0;Alugada;0.0;Medico;C;2500,0;15.27;0,0;0.06;Y;8
S4vTtBZi-84KD;I8EcCrX7-rHa9;qrIoQJjF-cAFz;35,0;75000,0;Hipotecada;5.0;Pagamento_Debitos;C;4000,0;14.27;0,0;0.05;Y;5
wpaSB5mK-kq19;7ek2yq4J-Oup6;zUuTLI6x-LSXE;24,0;28800,0;Hipotecada;5.0;Pagamento_Debitos;C;5500,0;0.0;0,0;0.19;Y;3
dN39htvu-Oymj;6TY3n4yr-iH2S;gTfKXGcK-FNsc;29,0;46000,0;Alugada;6.0;Empreendimento;B;4000,0;9.99;0,0;0.09;N;9
JNDjmpun-NeuD;PUaGvDkw-s4T1;mWhCDiZW-yScC;26,0;39000,0;Hipotecada;4.0;Pagamento_Debitos;D;5000,0;13.67;1,0;0.13;N;3
yY1ji7CA-fb7J;cu3YaQiE-PQqb;Ct5K4ekP-of6g;27,0;79000,0;Hipotecada;4.0;Pessoal;A;9000,0;6.76;0,0;0.11;N;10
B2r7BZjc-UMNt;alkMGwgH-Gj4f;KaO7e98q-Tiig;22,0;58900,0;Alugada;2.0;Medico;C;14900,0;13.57;0,0;0.25;N;3
OS1i9i90-wMCM;o1t0l6ik-vcaC;DERPHTh9-nqpp;23,0;100000,0;Hipotecada;7.0;Educativo;A;15000,0;7.88;0,0;0.15;N;4
xv7DIa0z-KDeO;2AYNId0j-A9xa;KdZcQlQB-o3en;29,0;64000,0;Alugada;13.0;Pessoal;C;4900,0;0.0;0,0;0.08;Y;10
Bs7Yh3j6-WknZ;7ufZWHrw-Ehg3;905ZKgxa-Ujtl;25,0;120000,0;Alugada;2.0;Pessoal;A;15000,0;7.51;0,0;0.13;N;2
sivxvMRL-1mU1;Fn8ZoQo7-uJ56;okv16GaO-5WCN;31,0;73000,0;Hipotecada;4.0;Pagamento_Debitos;F;16000,0;19.41;1,0;0.22;N;7
Nu0P10J0-PBJC;ssYFDnhD-TyHC;cND6TCqh-BJPy;27,0;54400,0;Hipotecada;11.0;Medico;D;11000,0;15.33;1,0;0.17;Y;10
TgvaL1rI-3dtN;Zt2XMLin-qYuT;aYWDcHpH-CawH;23,0;60000,0;Alugada;3.0;Educativo;B;20000,0;12.21;1,0;0.33;N;2
hojP5LoE-aKHo;jrjF3EhZ-8aPz;9Z9YqP7f-RZtz;28,0;110000,0;Hipotecada;12.0;Melhora_Lar;B;3500,0;11.49;0,0;0.03;N;10
lKBNBHkU-Y8Qi;qRs4TlET-NgiH;TFoARNCu-XFAX;25,0;60000,0;Alugada;1.0;Pessoal;A;10000,0;0.0;0,0;0.17;N;4
U0Bbc4IS-49qW;bzb1oiwd-5BH7;5PIzp11R-1UHS;32,0;70197,0;Hipotecada;9.0;Pagamento_Debitos;A;4100,0;7.51;0,0;0.06;N;6
mvskR38h-jEyt;Zaid3eG7-kgEk;DFMOC6Lw-mxLh;31,0;83000,0;Hipotecada;11.0;Medico;A;7500,0;0.0;0,0;0.09;N;6
IAtTN3Dz-zMh9;K6cQHCXI-AWgY;rO03iPDr-Gha6;30,0;120000,0;Hipotecada;5.0;Pagamento_Debitos;B;5000,0;10.38;0,0;0.04;N;9
xwxxE1Wy-Q6DQ;u4ws8UqB-mjK3;TmjTYHWG-jIcA;23,0;52000,0;Alugada;1.0;Pessoal;C;25000,0;13.22;1,0;0.48;N;2
5rdd5uh3-Bk2x;bbJvfWud-ypZz;tMptKweQ-xpJh;26,0;47000,0;Hipotecada;0.0;Pessoal;A;3000,0;5.79;0,0;0.06;N;2
rN4uqEAp-hQ3t;v0hzEdfK-OMzy;WRIZRGDT-QI76;28,0;33000,0;Alugada;0.0;Empreendimento;D;3200,0;14.42;1,0;0.1;Y;6
s35PuRuK-m0Rn;PbA4rBjq-ooxH;Qmbi9lEM-BQzA;22,0;88000,0;Alugada;6.0;Empreendimento;B;28000,0;9.91;1,0;0.32;N;3
MB59rWQz-yWLu;02B5rBQG-mjhr;wM9fyST7-wu97;25,0;45000,0;Hipotecada;0.0;Empreendimento;B;7500,0;10.39;0,0;0.17;N;3
SHJstEie-XoIE;iU6Kvpfa-9Wx6;1rxuU5lW-Rr4j;25,0;123144,0;Alugada;2.0;Medico;B;12000,0;10.75;0,0;0.1;N;2
zuw7rEnG-UegN;sPJFnYGI-PIN4;nT3Jqo4j-2bSx;23,0;30000,0;Alugada;0.0;Educativo;C;8400,0;14.65;0,0;0.28;N;3
9QHvP0Pf-JDrc;66jnRvGk-0gHU;wXurSTSP-9CgL;33,0;32400,0;Alugada;8.0;Educativo;A;11000,0;6.99;1,0;0.34;N;10
sx200D8t-sRot;psWjYLWt-8X8G;kxoH4yUA-goGz;24,0;53117,0;Alugada;1.0;Pessoal;C;2000,0;13.79;0,0;0.04;N;2
A2bdRHrl-hfst;aurk3KSg-RWJh;pbXjzh2q-o9Fp;33,0;86000,0;Alugada;0.0;Pagamento_Debitos;A;4700,0;9.63;0,0;0.05;N;7
SOrS9HCi-0veG;d6EYrWLd-FqSw;u5hUyHD7-fMLU;34,0;39000,0;Alugada;0.0;Pagamento_Debitos;B;7500,0;9.45;1,0;0.19;N;9
oI4mI4Sh-QpUx;ayPqhqar-7YAP;qr2Q7QxW-jAE3;30,0;66000,0;Hipotecada;15.0;Empreendimento;B;15000,0;11.14;0,0;0.23;N;8
hH5vJzua-fjPE;ovDwbsOd-MbeP;WMgeu307-FXt5;23,0;28296,0;Hipotecada;0.0;Pessoal;B;7000,0;0.0;0,0;0.25;N;4
BeHpvdWD-PthZ;vZUr6gvF-m7BY;lSZTEhHC-3nCa;27,0;105000,0;Hipotecada;7.0;Educativo;A;11000,0;7.49;0,0;0.1;N;5
AN0Tv8Sl-Jdw9;K35HQxvr-EgfQ;050HN82m-mgF4;24,0;9600,0;Alugada;3.0;Educativo;C;1300,0;12.73;1,0;0.14;N;2
OrUsosBy-jMKb;fg944A8i-NRle;fYw76FWg-HSfR;25,0;38000,0;Alugada;9.0;Medico;B;4800,0;11.71;0,0;0.13;N;4
UG6D0swS-iqoA;II9zpHES-sxva;6PmcyFir-pD80;26,0;50000,0;Alugada;2.0;Pessoal;A;10000,0;8.49;0,0;0.2;N;3
HBPsJWQi-orZo;jOTfuk7M-IBwY;ce1pfXlJ-M83G;24,0;59000,0;Hipotecada;3.0;Pagamento_Debitos;C;6800,0;12.53;1,0;0.12;Y;4
SHU8SdnW-Q7eQ;EM27KFOI-3CCU;mSLfIKgm-uYZp;31,0;24996,0;Alugada;0.0;Pagamento_Debitos;C;5000,0;12.99;1,0;0.2;N;8
fdlNcN4b-3bZA;f8lj6ApL-7xCK;UhgqCZI4-lznJ;27,0;34000,0;Propria;7.0;Educativo;C;8000,0;12.53;0,0;0.24;N;10
gn25ETRU-X47p;Cg6NcAxl-tY7n;65Qi276R-lWMC;24,0;30000,0;Alugada;2.0;Pagamento_Debitos;C;1500,0;14.22;0,0;0.05;Y;4
btZaFYfo-TYgi;GrDbEWpw-9Bg8;k5p80Kgm-6z5C;31,0;65000,0;Alugada;2.0;Educativo;B;6000,0;11.49;0,0;0.09;N;6
GQRbd31B-Do0D;hJMkjodg-y3vo;vDMgpOwb-MWke;31,0;24000,0;Propria;14.0;Pessoal;D;2000,0;16.29;0,0;0.08;N;9
u9LpQe55-ZOBC;cXiRxARO-WIkg;4hnNMDG2-lUHN;22,0;65100,0;Alugada;3.0;Educativo;E;6000,0;16.2;0,0;0.09;N;4
ndgUXZ25-4cDO;TPTQCpN9-F7f1;oUvFpzGY-3pez;33,0;19200,0;Alugada;0.0;Pessoal;B;6000,0;10.65;1,0;0.31;N;6
uMI5lnzZ-YqUr;bzfrW7od-6cXU;5yCsTgGs-EkEf;30,0;98000,0;Alugada;14.0;Pessoal;C;8525,0;10.78;1,0;0.09;N;9
RKMOpDTp-rOMi;3mDXxMtm-ExpO;faCUFK3Q-1uHB;27,0;83000,0;Hipotecada;11.0;Empreendimento;C;2500,0;13.99;0,0;0.03;Y;8
prUSvO2X-pzzx;I414hOXt-xEMh;x1TGE1zk-SOBe;30,0;72000,0;Hipotecada;3.0;Medico;A;14000,0;6.99;0,0;0.19;N;9
93nBCu8F-qOmS;cgExUcnI-TB9j;QFUMtAgP-qqcf;32,0;59000,0;Alugada;1.0;Pessoal;D;8000,0;14.96;1,0;0.14;Y;10
